Country Name,Country Code,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Haiti,HTI,,71.34649013,,,,,73.37553288,,,,,77.77475517,,,,,82.5166715,,,80.1056338,,84.14160311,,73.77938517,,,85.61344063,,73.33333333,,,,,,,,,,,
Hungary,HUN,89.74358974,90.73856975,92.21698113,92.02813599,91.24260355,92.23416965,71.68758717,77.21939773,77.07116003,76.40424661,74.85397149,71.02579484,69.17541644,68.35290417,70.79548631,71.2652963,71.24685849,71.25236041,71.94132063,72.82696506,73.08490762,73.88947964,73.5917523,73.16433715,73.52374398,73.9988252,75.67726432,75.37417065,75.90001519,74.99792259,75.10791367,75.02812148,74.66231445,74.21671219,74.04236554,73.37407246,73.18092651,78.78132458,79.2292706,79.69538691
IBRD only,IBD,,,,,,,,,,,,,,,,,67.20654385,,,,,,,,,,64.57276544,,53.91934699,,,,,,,54.43281751,,54.79987301,,
IDA & IBRD total,IBT,,,,,,,,,,,,,,,,,66.04157691,,,,,,,,,,63.97302366,,,,,,,,,,,,,
IDA total,IDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,,,,,,,,36.57513332,,,,,,,,,,,,,53.73263224,,,,,,,60.86373848,,60.21718469,,,,,,60.89552239,,,,
Indonesia,IDN,,,61.83490511,,63.60225141,,61.04716468,59.818855,60.92596843,60.09050213,60.80519885,,60.73335408,59.88652448,61.4893617,61.22199885,61.41315971,59.10724418,57.06542412,57.1145206,55.98135497,55.54829655,55.67666529,60.18916075,61.05093535,61.37761077,61.90800102,61.45201548,61.68715994,61.16003571,61.21967736,61.55049476,62.3058104,63.71153752,64.59648483,65.31324192,65.14032315,65.29785205,64.45470283,64.92593584
IDA only,IDX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,,,,,,,,66.76719805,,,,,72.36918605,,,,,77.98319328,,,,,80.59059633,,,,,82.93421812,,,,,91.2074091,,,,,,,
India,IND,,,,,,,,41.93307625,,,36.66718176,,,,,,37.06601939,48.06883365,,,,44.86283988,,,,,36.29422181,,34.55486096,,,,,,28.08941603,32.23980687,35.24167374,36.00532623,37.1143769,45.91736576
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,44.859713,45.28650898,46.24467038,48.14268177,47.58100249,48.60552728,50.06580903,51.04216816,53.58577333,56.33053794,57.38860074,58.38866302,60.64056524,62.26759289,63.30191942,65.23166105,66.24239615,66.86629272,68.96824724,69.63521442,69.63375123,71.62167812,72.03807698,74.58013169,75.54740159,77.64769378,78.73428905,79.43578108,79.64341807,80.2217739,79.78502433,79.42398749,80.5363585,81.18726657,81.79416444,81.92914992,81.78727826,83.47077702,84.77519513,85.39329018
"Iran, Islamic Rep.",IRN,,,11.04665515,,,,,12.41707348,,,,,14.23220974,,,,,,,,,26.1304366,25.63319765,24.42545164,21.90285073,22.977591,22.49229817,20.80880239,22.3797057,19.75055955,19.26357733,21.01472518,23.49277457,24.87028116,24.80612476,24.12274471,20.38999015,19.50393759,20.10186405,
Iraq,IRQ,,,,13.91177252,,,,,,,,,,11.32246377,,,,,,,,,,16.89673297,,,,,16.66060029,,18.74139356,,20.18310445,15.43772439,,,,15.77767357,,
Iceland,ISL,,70.68585944,,,,,,85.46840192,86.6026643,88.65005118,89.45816219,88.93497243,87.58079249,86.85540832,87.6920768,89.85547175,90.80126126,88.71678915,89.71225496,90.12912384,88.38360011,90.12768644,89.46599317,89.1309083,89.04293329,90.85730595,91.48337901,91.87180566,93.29000399,92.79533394,91.87613886,92.33319039,90.87977208,91.02215044,91.10435545,91.18593332,90.67925715,89.38250584,90.30041384,88.83845262
Israel,ISR,,,60.93082159,62.3797306,63.32700222,65.59327411,64.40128098,64.9251447,67.01755858,66.97746167,69.15992414,70.61268578,71.47999388,72.18545838,73.21296138,75.42939274,76.72830562,77.45510622,78.08640619,79.71780008,79.87493973,80.4997379,80.49316653,80.53918405,80.54548321,82.90959222,82.87807551,82.50816026,83.01501636,82.98307554,84.30032217,84.39069559,84.97884245,84.99542028,86.69400191,87.16014255,87.92549965,89.00147521,89.21896202,89.02959095
Italy,ITA,47.83355908,48.27918382,50.13364272,50.71566444,51.93996798,53.29629461,53.21262838,53.9515295,52.59455113,52.26585632,53.10484702,53.88471178,54.70944466,55.16829445,55.92985173,57.25779037,57.85802349,58.9887732,59.55416592,60.1004653,62.12155482,62.32420308,62.77510232,62.77630708,64.0260966,64.17276573,64.60173995,65.39837177,67.03860632,67.65448097,68.33892646,67.54925272,68.27004219,68.9594178,69.2014953,69.73851017,68.92841078,69.59018669,70.05664308,70.61936362
Jamaica,JAM,,61.90258055,,,68.56767795,,81.13379274,56.91659401,,,84.2766446,80.46875,80.26490066,79.08847185,78.26382285,77.39726027,,73.42465753,76.27586207,74.25049033,75.0339213,,,77.55102041,74.73171126,74.5382274,74.69026295,74.80221462,75.98058337,76.37639517,76.25283593,80.0609218,79.44473576,80.2478021,80.07941478,80.5580054,79.91081093,80.13413605,82.09985935,83.69763457
Jordan,JOR,,,,,,,,,,,,,,,,,18.60816944,17.86259542,19.1588785,17.72151899,,18.16770186,18.85895404,22.82608696,22.1875,22.99382716,23.1496063,23.40764331,23.00163132,21.85430464,21.10552764,,,26.95772806,23.8280995,21.87484679,23.83889872,22.75025944,22.71683652,
Japan,JPN,62.05583756,62.35595391,62.46786632,62.87192755,63.42412451,64.28571429,64.75521042,65.29660362,65.04635269,64.48384989,64.4898851,64.38527335,64.37945498,64.81212293,64.84640755,64.48362393,64.44563597,64.91223436,64.91601134,65.06277561,65.69226789,65.96159616,66.20601128,66.21612387,66.58644921,67.31204286,67.61661288,67.65019952,67.96506205,69.23611702,69.90954403,70.37448068,71.35393745,72.44950068,73.67059783,74.65317676,74.40648767,75.08799484,75.91036415,76.75070028
Kazakhstan,KAZ,,,,,,,,,,,,,,,,,,,85.47728769,85.94658911,85.67081238,,,,87.6100381,,,,,,,,,,,,84.37086093,,84.85254692,
Kenya,KEN,,,,,,86.97788698,,,,,,,,,,94.6251293,,,,,,80.63574348,,,,87.51070336,,,,,,,92.20645161,,,86.16495213,,86.58639075,,
Kyrgyz Republic,KGZ,,,,,,78.64912045,,,,,,,,,,,,,74.73641525,,71.98762776,,70.15523933,,,69.61172742,75.56688433,74.53623332,72.62839187,70.54569872,72.17547759,71.82488649,70.61520125,67.09849671,67.73105962,66.46353373,68.86799803,67.28410096,68.20959563,
Cambodia,KHM,,,,,,,,,,110.2582935,,,92.72630869,90.02833729,90.49378155,95.15045105,94.46022026,95.8353817,,87.87504946,87.87243948,,,84.33891341,83.01567181,88.77531119,91.74408236,91.54753115,82.16631221,85.92581479,85.75729264,85.01771613,86.1963643,87.98839258,,84.32786332,87.76984967,85.91120951,,
Kiribati,KIR,,,,,,,81.19842124,,,,,85.22589865,,,,,,,,,,62.02801462,,,,,78.31036549,,,,,63.03368255,,,,66.21652816,72.72041063,,,
St. Kitts and Nevis,KNA,,,,,,,,74.31359792,,,,,,,,,,88.18617385,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,56.38430611,57.94705191,59.75376425,61.96606525,61.79005737,63.38992743,63.48011728,62.8048943,62.27432529,62.19879518,62.66799403,63.33555844,64.13601228,65.41288143,62.70603755,63.98790729,66.25080489,67.13378703,67.05359873,66.02747033,67.35075865,67.8012008,68.42726152,68.39159149,68.62585698,68.0254464,68.38767868,68.51179921,68.69358023,69.09184937,69.91709064,70.57651935,71.02735661,71.66893614,72.16472501,73.15320455,73.10414977,73.82189596,74.71798004,76.40550484
Kuwait,KWT,,37.36475114,,,42.86963037,,,,,,,52.02056432,47.30005838,48.10199942,,,,,,57.43375859,,54.3029872,62.15005599,64.32616082,,64.00869466,68.16827144,,,,,65.2173913,56.78998293,,,,,,,
Latin America & Caribbean (excluding high income),LAC,,,,,,,,50.53703241,55.35829541,53.49139772,,56.57781835,57.64195173,58.57517398,58.7086062,59.67147335,,62.2400047,63.17840196,64.38421952,64.62950906,65.80967417,65.59371918,66.15508302,65.97157184,66.98679275,,65.82842233,66.17721031,66.08990846,65.77308127,66.31780863,66.88063027,67.49994426,68.17322947,68.98768662,67.46111636,68.24960835,68.99868654,69.50899088
Lao PDR,LAO,,,,,,,,,,,,97.17883521,,,,,,,,100.1060445,,99.25149701,,,,,96.03497739,,,,,,,88.16263025,,,,,86.87301251,
Lebanon,LBN,,,,,,,,,,,,,,,,,,,,,29.57317073,,,31.55535634,,31.23689727,,,,,,,,,,41.59403653,,,,
Liberia,LBR,68.72743682,,,,,,,,,,,,,,,,,,,,,,,89.87875593,,,90.03572193,,,,87.54913522,,87.66492528,86.98012293,,,,,,
Libya,LBY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.36241391,,,,,,,,,,,
St. Lucia,LCA,,,,,,,,61.52871086,,77.56653992,78.11271298,74.14012739,74.77477477,76.14795918,77.27272727,80.51948052,82.66666667,70.9878178,,82.80127694,83.7398374,79.79002625,88.2183908,81.01092896,79.75954954,81.98005698,,85.00893962,87.53898305,84.04664105,,,,84.72454756,84.02242282,87.6096551,84.65252777,85.28719762,82.63237718,
Latin America & Caribbean,LCN,,,,,,,,50.26312424,54.58071372,52.90172424,,55.907228,57.12014453,58.09196744,58.36805108,59.39995205,,61.94942271,62.90791011,64.02803147,64.3245737,65.33719501,65.14794367,65.73212616,65.65522464,66.68777477,,65.75973402,66.13168716,66.17887496,65.90940283,66.43396732,66.84883822,67.62286317,68.3085898,69.16133984,67.47814438,68.28315936,69.1033773,69.70420216
Least developed countries: UN classification,LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,,,,,,,,,,,,,,,,,67.40522541,68.09474502,68.09993425,69.7467851,71.16763631,71.6904277,71.38794854,72.56565657,73.25468425,73.76244566,74.21401382,76.05398636,76.01854453,75.83959189,76.34990739,77.25309531,77.47093023,77.97356828,,,,,,
Sri Lanka,LKA,,46.65918724,45.61027837,,,,58.16103763,,48.33682556,49.65236783,49.62827703,47.8411977,46.92419632,46.64464993,53.88621273,48.59945785,48.21617336,48.18731118,49.48453608,46.31414431,46.40566542,45.5684516,52.3528544,48.52941176,50.56826568,49.1345617,45.77270363,46.22340569,43.94505201,47.10534641,46.32930618,47.92732924,47.68086581,49.05130856,45.90714638,47.16561994,44.50495118,44.66615935,45.39441937,
Lower middle income,LMC,,,,,,,,45.28428254,,,36.3250776,,,,,,44.36318379,53.86565363,,,,46.05460772,,,,,46.66032251,,43.68781343,,,,,,36.57907323,46.425065,44.73666915,45.2048773,49.97731915,
Low & middle income,LMY,,,,,,,,,,,,,,,,,65.0447982,,,,,,,,,,63.0100662,,,,,,,,,,,,,
Lesotho,LSO,,,47.77486911,,,,,,,,,,46.97477509,81.21387283,,85.29746116,,,,,,,54.42972648,,78.77358491,,,,,77.41586701,,,,,,72.88504223,,,,
Late-demographic dividend,LTE,,,,,,,,,,,,,,,,,82.72441782,,,,,,,,,,80.20639222,,,,,,,,,,,,,
Lithuania,LTU,,,,,,80.54625787,,,,,,,,77.24731183,76.30789879,80.58998947,82.62464114,81.6690551,80.41265475,82.89002018,80.51996809,80.73155216,81.87378688,81.01216796,81.22296721,83.95637373,84.72903226,83.55263158,84.13170338,82.560968,82.82705611,83.9079574,84.28497864,84.09344218,83.61215886,84.41774764,83.32945827,84.27488096,86.88621428,85.41097791
Luxembourg,LUX,47.2579978,50.21061863,49.72178913,50.67736794,49.77604476,50.25470105,49.61988693,52.14964681,56.87102363,54.73914311,56.68016194,54.03064222,56.61834419,58.97971176,59.64588884,63.31928657,62.60744552,64.52668757,65.47189118,67.08102211,69.95686335,71.21675399,81.80914678,82.17426059,74.92282748,75.06244921,75.42148911,77.55120914,79.17168055,79.59708789,80.30232243,83.94549763,84.19740548,86.41208653,87.26425421,85.32905297,88.28231503,87.43519412,89.09001506,87.94725793
Latvia,LVA,,,,,,82.63673891,,,,,,,,,75.68450985,74.08891858,75.44483438,77.89427969,77.67517079,78.39183585,77.29509071,77.24356532,77.28274862,76.91839838,79.04319834,81.35340365,82.90639031,81.25373226,81.79396092,81.73087103,80.34554313,80.29077962,81.93223471,81.37552718,81.61955043,81.86121729,81.71185229,80.68023169,81.93229029,82.05332272
"Macao SAR, China",MAC,,,,,,,67.32673267,67.10963455,65.098529,65.63202247,67.86523216,67.20658888,69.54752805,69.80507071,70.56086844,73.42931937,75.66737854,76.21805363,77.70577692,76.59942363,78.16157579,80.22303783,80.01359619,82.5,83.10915675,85.16856813,85.12311461,86.39508071,84.99045194,86.12775724,85.31696317,85.54731683,86.53895603,87.23684211,88.62433862,89.41018767,89.18558077,,,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,,,,,,,33.4979314,,,,24.80974312,40.45346062,,,29.62864368,38.24123139,36.8956743,32.67453799,32.17380059,35.22492244,36.60172881,36.31633715,36.91810754,36.50814164,34.99802346,35.53383736,34.6359743,34.29340511,33.61413043,34.39211391,34.76584022,34.56979501,33.39904252,,,,,29.6875,28.44827586,
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.59258612,,,,,,,
Moldova,MDA,,,,,,82.34036869,,,,,,,,,,,88.04120166,88.79727317,91.22429938,95.65670012,97.90601281,100.8374104,97.42325487,100.5969339,99.47451567,98.02291474,98.98812484,100.967687,102.6209772,102.5558072,101.0703893,98.81121139,98.41015477,98.81190685,99.78799835,99.18187094,96.80273533,96.2504346,98.77534414,99.4098196
Madagascar,MDG,,64.86874487,,,,,,,,,,,,,,,,90.08106819,,91.86086957,,94.6196868,,,,,96,,97.2469834,,,93.69794527,,,,,,,84.45626985,
Maldives,MDV,,30.6424617,,,,,26.15504077,,,,,38.00324237,,,,,52.18179283,,,,,,,,,56.16148246,,,,,57.61670467,,57.1981109,,,64.38668143,,,,
Middle East & North Africa,MEA,,,,,,,,,,,,,,,,,,,,,,,29.86464852,29.49700993,29.1699258,29.67589068,29.30137775,29.66372242,29.35181332,29.59791049,27.8770454,31.73991559,32.55612824,31.77294232,,,,30.39795047,32.32872004,
Mexico,MEX,,,,,43.01675978,,28.54872881,41.32964374,42.23102508,44.68300657,44.11131433,46.34684701,46.36986703,48.35303662,48.09635081,47.5582049,48.38614469,47.95181295,47.6545709,48.47158842,49.89627593,50.93514967,52.15549279,52.84083127,52.87656838,54.12637335,54.0229739,54.68682285,55.74444854,55.99490284,55.10196259,55.68049234,55.93933313,55.47095428,56.23958777,57.96035681,57.18194636,57.64173114,58.9996593,60.56605503
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.4738323,,,,,,,,44.95303462,,60.9752911,,
Middle income,MIC,,,,,,,,,,,,,,,,,65.09709269,,,,,,,,,,62.9151371,,,,,,,,,,,,,
North Macedonia,MKD,,,,,,,,66.71046868,,,53.80911923,,64.12361899,61.95488722,62.61127596,62.35491753,64.7515528,69.3597561,65.10678392,66.17355498,,66.41157387,63.80293784,64.78664753,62.9770484,62.72345442,61.88192492,64.58156598,63.92024804,66.14168549,64.85248117,64.33932934,62.56169975,63.65916647,64.40444251,68.10743399,67.55213544,66.11397691,66.45622301,69.00877478
Mali,MLI,,,,,,,,,,,,,,,,,,,,,55.60592324,,78.09187279,87.73124503,,,61.86440678,,,84.77502471,74.30428078,76.75196043,65.84883522,72.11421254,66.66106841,50.11471309,62.5391317,,53.89895556,
Malta,MLT,,29.03633491,30.91521816,32.27183775,32.38716502,32.70663356,33.26799715,,,35.82927742,33.53495569,,35.5773268,36.13812544,36.75614259,38.53754941,42.201483,41.05773505,43.7936692,43.58026789,40.57234517,44.34746954,44.6745128,47.79165127,50.03589805,52.29215561,53.32786236,55.23742426,60.5852175,63.08795317,65.02448702,66.01969953,68.21948735,69.94157316,72.65509947,74.28775211,76.68731831,77.94992644,81.53744733,78.16770526
Myanmar,MMR,,,,,,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,64.34333736,,62.10790464,63.21062083,61.66202305,58.87073882,,,
Middle East & North Africa (excluding high income),MNA,,,,,,,,,,,,,,,,,,,,,,28.69290873,27.65986982,27.34577098,26.55566224,26.55489722,26.11483806,27.16255108,27.19363844,27.29221369,25.38489574,28.22417961,28.28175325,27.42751608,,,,21.67936743,,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,73.16666667,72.68211921,73.01854975,72.88888121,75.59688364,76.3997962,76.83458805,77.66130793,79.25670842,77.0034956,76.28017615,74.82109521,76.50052112,76.58447217,76.80680698,78.99640059,
Mongolia,MNG,,,,,,,,,,,,,,,87.0606777,,80.90379009,,94.62224554,87.05282943,96.41300704,94.64045699,86.12782944,86.22291022,85.77229325,84.80982755,83.74386517,82.66911025,84.2701901,82.3988038,82.38103876,81.69063062,81.46472109,82.26701635,77.08441107,79.93120366,79.21276956,77.50032589,78.57530335,76.584778
Northern Mariana Islands,MNP,,63.10707185,,,,,86.16035686,,,,,84.13816612,,,,,,,,98.5340441,,,,,,,85.74004895,,,,,,,,,,,,,
Mozambique,MOZ,,,,,,,,,,,,,,108.145753,,,,,,104.5736065,,,,,,,,,,,,97.5653607,,,,,,,,
Mauritania,MRT,,,,,36.85818182,,,,,,,,,,,,44.18604651,,,,,,,,,,,,44.64137843,,,,,45.58471355,,46.49151563,,,,
Mauritius,MUS,34.7698335,,,51.08536585,,52.37692029,42.97940958,49.6954933,50.67592254,51.64084421,52.71639604,48.42735896,,,,,49.20188992,46.07243945,48.24272723,51.62250265,51.13447773,53.34668521,54.04860393,53.19215563,54.97242671,55.7195572,57.72686968,57.0015791,57.41441815,59.89445558,59.98881327,61.89301846,60.93790086,61.15845108,62.02437819,62.9916077,68.57838926,62.69851136,61.74065677,67.23193022
Malawi,MWI,,,,93.44994418,,,,,,,,,,,95.12287335,,,,,,98.87766554,93.34680312,,,,,,87.66644559,,87.38279046,,,,85.69370051,,,85.46653871,,,
Malaysia,MYS,52.89227166,53.64656381,54.06570363,55.46601261,55.50105116,54.57306389,56.00375235,47.04244312,55.31463587,54.0867341,,52.98233132,55.08304865,54.53358652,53.30211335,53.9297356,58.21808836,56.87393733,57.26024037,58.12226011,58.40751731,57.42685671,,,,,,60.25592774,,,66.61702656,67.0799752,67.74354497,68.36122908,68.67694603,68.81108499,68.62988221,68.51989128,68.13629702,
North America,NAC,,,,,,,,75.94677305,76.4626688,76.97907828,78.38773438,78.74287015,79.14370883,79.79619115,80.01709525,80.44966436,80.32423657,80.55294345,80.76522228,81.30228974,81.11094381,81.22044878,81.26113549,81.49885884,81.95985251,82.70765605,82.83427371,82.89120219,82.72596445,82.60388601,82.80987875,82.56909276,82.62169186,83.06869505,83.17557479,83.53804706,83.46462875,83.47384009,84.10194719,84.6561811
Namibia,NAM,,,,,,,,71.48688047,,,77.54707871,,,76.95587994,,,76.55016911,82.120859,,,72.27635075,,,,81.00649351,,83.47446715,,85.05561335,89.90939613,88.28231083,,84.27049714,,88.39141877,,,,,
New Caledonia,NCL,,,,,,,,,,,,,68.63480672,,,,,,,,,,,,,83.67709329,,,,,85.30263539,,,82.9999392,82.5356287,85.51902061,85.77143041,,83.5606217,
Niger,NER,,,,,25.02868947,,,,,,,,,,,,,45.03720664,,,,43.43760436,,,,,,75.94196218,30.15572892,,73.23657002,,,38.07633974,,71.41274432,,,83.98134461,
Nigeria,NGA,,,47.49808527,,,,,56.6011236,,,,,,,,,,,,,76.25118036,,,,,,,88.60564345,,88.9366933,,,,,,79.34565929,,,89.96479284,
Nicaragua,NIC,,,,,,45.08786413,46.04075017,45.3340948,,,,39.56902676,39.57771261,,39.5297914,39.5452468,55.48628429,52.02990395,,59.10828025,56.4556962,56.85279188,55.62236152,54.4516129,55.45685279,,,,75.79977718,74.11306935,57.65142062,,,,,,,,,
Netherlands,NLD,,51.81384959,53.21168966,58.36500831,59.61947142,60.16088845,61.9699815,63.1114743,65.54871547,66.41028568,67.73895753,68.61850984,70.00823793,70.80932938,71.29677089,73.50218921,73.9897506,74.96530707,75.38787405,77.10634463,77.89849619,77.8146205,78.85255807,79.81836388,80.45089945,81.43494403,82.54035206,83.36974099,83.66393905,83.60056457,82.96519221,83.81306759,84.41250449,84.67599061,84.98799442,85.60819609,86.40581927,88.17666217,87.88008684,87.67769918
Norway,NOR,74.10145297,76.25816366,79.49732075,81.15942029,81.10446622,80.7373868,81.54306705,83.58813432,83.5467848,84.23452681,84.40979656,86.85868102,86.9645864,87.1981982,88.06941156,89.03033342,88.35205514,88.90594617,90.69557944,90.38476629,90.90741618,90.36678493,90.52785146,91.4899789,91.85978426,92.25852555,91.59529336,92.85907566,92.10777782,92.66523884,92.76977292,92.46703565,92.34443883,92.73443983,92.13563322,92.71191068,94.60556845,84.92062382,89.74892075,89.78987225
Nepal,NPL,,,,,,,,61.07281614,,,,,88.43085106,,,90.82640044,,,,102.3965142,,,,,90.73417606,,,,,90.53738318,91.8202765,92.46813441,,50.79339084,,,,,,
Nauru,NRU,,,,,,,,,,,,,,,,,,,80.15900449,,,,,,,,,62.46356609,,69.03482783,,,,,,,,77.11926556,,
New Zealand,NZL,,,68.78903889,69.86992471,71.18105271,70.7891889,72.62330813,73.44553277,73.74220062,73.67227316,74.73768511,75.29970198,76.75114774,76.78230212,77.41356817,78.01958354,78.00413145,78.93702921,79.13295496,80.40132872,80.2569231,81.01324874,81.12615653,81.72072895,82.53155466,83.21433834,83.35395207,83.75494336,84.73389925,85.06154014,85.29506741,85.18802144,85.55615872,85.64370025,86.24783544,87.24775265,86.40756108,87.46163615,88.17683345,88.15652219
OECD members,OED,,,,,,,,66.33654493,67.00203453,66.58894277,68.17813744,68.61297033,68.92578016,69.31237063,69.51309825,70.07046545,70.48972554,70.45970515,70.82195295,71.30738974,71.54427863,71.88878356,72.60055631,72.6474092,73.01827837,73.89709345,74.1359163,74.53876039,74.86240935,75.18776631,75.37181264,75.52619671,75.86317636,76.20214001,76.48360191,77.10244275,76.97001252,77.29654304,77.9581389,78.59069936
Oman,OMN,,,,,,,,,,,,,,,,,21.43459916,,,31.98596309,,,,,31.41117931,,,,,31.95506319,,,33.8761844,42.0886446,43.27215267,44.22158548,44.70859781,41.71040076,46.17252544,
Other small states,OSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.27965885,,,,,,78.54319544,,
Pakistan,PAK,13.2605121,10.51906293,11.24780316,,13.32312404,44.3378119,13.32312404,16.71255836,16.71255836,17.40610186,17.83508899,15.39676753,,18.02311582,18.51582394,,19.55031862,,19.63012208,,21.71179884,20.50605807,23.83033451,24.36097939,25.16628874,26.64599025,28.00974694,28.4664106,27.0979586,28.87643852,29.52095199,30.38041365,29.27114005,,27.20665107,29.46222823,,30.40971921,,
Panama,PAN,43.30538618,47.46321664,45.26384365,,45.95494112,48.23200204,41.87556826,49.61069297,,50.45335983,51.74825175,52.35047994,,53.64427861,53.5381516,54.19540951,52.84237726,52.25464191,57.62946204,58.41733871,57.90654206,59.1956903,57.45939821,58.62857143,58.39199704,59.65888024,58.89389389,57.95203093,60.04088595,61.85611113,62.78448985,64.52403248,64.81730339,65.79513916,66.89322993,69.71126193,71.83418205,63.5058526,64.57353667,67.78721285
Peru,PER,55.32359081,,66.17490696,64.63593854,,64.04359963,62.32073012,60.56181338,58.09018568,40.52581392,60.81664704,63.77932457,,75.30818254,75.83420852,79.08351719,78.16007088,75.81592126,77.59415223,77.87590551,79.14238086,78.4847523,79.67769336,81.13434632,81.51770384,81.44773913,83.23102711,82.6316095,82.35841053,81.97711788,81.57835825,80.2629079,81.42087023,81.87442443,82.51279566,82.5722274,76.56758072,81.88334345,80.95792692,80.8660762
Philippines,PHL,,59.74333416,,57.95918367,57.59615385,57.52642449,58.13356164,57.05104887,57.91959312,58.42092398,57.96888399,59.72475947,59.2019347,59.39548434,59.46435034,61.0785033,60.19912881,62.67342372,63.97723054,62.19156662,60.87530211,62.33867144,62.93223417,63.19354796,62.32376603,63.439003,64.0198445,64.45940594,64.29654054,64.55311747,65.0266557,65.38466716,64.01869781,61.26493535,62.62571913,64.14781443,63.62847612,64.06229551,69.26109733,
Palau,PLW,,,,,,,,,,,,77.08549223,,,,,78.85364676,,,,,77.05570292,,,,,,,,,75.82912515,,,,,,80.49592844,,,
Papua New Guinea,PNG,,,,,,,,,,,,,,,,,97.02162383,,,,,,,,,,97.34188069,,,,,,,,,,,,95.08165947,
Poland,POL,,,,,76.6756393,,,,81.97653099,82.04386695,82.83301313,82.53994021,82.34085124,76.20009109,76.57627275,77.0976851,77.06487117,77.74492318,77.47021779,77.32349166,76.68633725,75.98966062,75.57595537,75.43998322,75.19009134,75.41099997,75.69344211,75.60945138,75.84683816,75.56208602,75.53711844,75.55507419,75.25747764,74.9589856,75.26701345,74.70444448,74.23188539,76.23281891,77.3574926,78.37377287
Pre-demographic dividend,PRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,46.44960166,48.43481252,49.12617966,49.84673025,52.2154505,,51.0571523,50.46880052,52.53599476,55.09908168,,55.71002979,55.42071197,56.37121334,56.26401794,61.11666667,59.09244836,,62.4526352,63.44933996,62.0923913,63.52960913,65.76096303,65.25334272,66.4845173,,66.47173489,67.54563895,65.94488189,,,64.93797031,,,,,,,,
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,63.81800999,63.72291983,61.96691828,63.95938385,64.78415016,65.24590164,66.27937792,68.71324491,69.82591876,71.35255948,72.37074567,72.91915395,73.51192693,73.64587058,73.89199043,74.83830347,75.60961616,76.11831893,76.41073473,78.30164403,78.11623189,80.00144686,80.16946461,80.94142834,81.00206042,82.18969693,83.12155929,81.42852883,82.50354546,83.17151109,83.44445823,83.86150509,83.48885837,83.80221654,84.59555569,85.09802094,84.92789531,86.28711601,86.65916796,86.96101294
Paraguay,PRY,,,,,,62.46928028,61.19546879,58.66017052,61.04287091,62.1386604,61.43006871,69.37431394,66.78240741,,55.72732115,56.58536585,62.71981243,62.35809104,60.35758323,61.61495861,66.29926753,65.59606584,61.41355798,64.6457068,63.39213217,65.5666037,64.3627802,66.93432891,72.40512449,70.29589966,66.71751254,67.65875451,67.6366421,68.64263104,70.42673899,71.24122056,68.63365577,71.18565576,71.69163167,71.40063495
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,18.24698357,15.89942097,16.28881505,19.18978533,20.15208522,19.70585934,21.02716549,23.0073672,22.77805674,22.42228666,21.07806521,23.06367041,23.82042306,23.1016836,24.19170392,25.42131805,24.54842594,24.77677615,25.16436149,25.83989689,24.74701718,24.98765647,26.2628119,
Pacific island small states,PSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,,,,,,,,69.38461213,69.8381979,70.07894763,70.93921646,72.28347524,71.80853521,72.76351402,73.52971162,73.78423591,73.75015273,74.59514342,75.1073425,75.5977593,75.81000312,76.31790438,76.64888402,76.96179374,77.35720943,78.06031502,78.00494369,78.63299844,78.85864004,79.12262339,79.70746985,80.10263698,80.2654574,80.68994453,81.00171366,81.35698503,81.34091736,81.7688735,82.48389282,82.97227682
French Polynesia,PYF,,,,,65.39549926,,,,,,,,68.50852273,,,,,,70.10461176,,,,,72.99010513,,,,,77.49013418,,,,,,,,,,,
