"Data Source","World Development Indicators",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.0454016298021","","","86.069773115394","","","","","","","64.5484440655259","75.6736142459101","73.9130434782609","72.1991701244813","73.3012306046014","72.6183746534227","72.5346329379771","75.4981660918596","74.8455915880232","73.8308401596007","74.7683151480799","77.0744991246839","75.8649239246983","79.4088800530152","79.8234204406606","","",
"American Samoa","ASM","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","62.2948417350528","","","","","","","","","","57.7716098334655","","","","55.8523058960887","","","","","","63.7249391043658","","","","","","","","","","72.0088375254929","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","51.4851485148515","","","","","","","","","","50.3491700057241","","","","","","","","","","","","","","","","","","","","","74.8625687156422","","","","","","","","","","84.6733989518087","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","33.6874051593323","","","","","41.9189511323004","","","","","46.2333457850828","","","","","55.2306528863121","","","55.5613630279311","57.1424924369104","57.3326670766708","57.6539112241867","58.217535260839","59.4059405940594","61.0895506626538","63.6616487833171","64.9531469830904","66.2745723513697","67.8988945736023","69.1135422592039","69.6464693825606","70.0801208557015","70.3108005220796","71.4673839215367","72.6355150316348","73.1147139964394","73.4101275185251","73.7875828679889","74.248380488345","75.6182471324151","76.6241355800136","76.983507911745","78.1890358111319","77.890571472517","79.0500894702529","79.6583893918002","80.1141769743102","80.63752151463","81.2722998202185","81.0272638080893","81.5924740568325","81.9594886593339","82.2368513201205","82.6859655551484","83.1530682569375","84.0660585802504","84.6738146429784","85.2868638753048","85.7179011304201","85.9612803746324","86.6791240214606","87.7061595422417","87.6292255535248",
"Austria","AUT","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","55.9555055618048","","","","","","","","","","52.8159525734303","","","","","","","","","54.0665701881331","58.3952656206991","54.541655057119","55.2230378317335","57.2819644369179","56.8694172692471","57.4748476689812","58.8694787672206","60.0575125808771","60.7616849394114","61.9850187265918","62.588066139468","64.4016664272375","65.3773993361235","68.9261374102045","70.0654206933742","69.9210635646032","70.4972855591748","71.2583240643102","71.3900504686374","71.7374887449534","72.6816341553184","74.3519320868888","74.4478801823058","76.6801472258827","77.9481739657524","78.6325173084755","78.8737846731087","79.6880353977027","80.9195883064697","81.3542806602006","82.1218547428898","82.8013704805698","83.1766013700276","83.8417309729157","83.927301342292","84.2250894763752","84.322639890406","83.8749251944943","84.1627195875053","84.7586123241145","84.4291907514451","84.8034070119665","85.2784867137067",
"Azerbaijan","AZE","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.184231069477","","","","59.4766260162602","","","84.1983407293073","89.0572055012956","88.3363291392051","78.3335617377004","87.9081015719468","87.7171215880893","87.5318066157761","87.3533246414602","87.7852348993289","87.688098495212","86.7647058823529","86.186144156753","87.5965665236051","90.1502991390632","91.3460120890461","91.1111111111111","90.5604719764012","90.2941176470588","90.7759882869693","91.0948905109489","90.3597122302158","90.2439024390244","90.5308464849354","90.8177905308465","91.6905444126075","91.583452211127","88.9367816091954","",
"Burundi","BDI","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","81.4263625821415","100.648438344321","79.123213595983","","103.71976647206","","104.469837002185","","99.7935779816514","","","","100.544081723296","","","","","","","","101.702127659574","","","","","","","","97.451831854012","","100.472643941564","","","","","","102.486712712147","","","","","","99.1297187737522","","","",
"Belgium","BEL","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","33.5921052631579","","","","","","","","","39.2219743446737","","","","","","","52.9671949870992","","55.5330882352941","56.7412613279083","54.6413502109705","","55.0436035489497","55.9809429218784","56.5442590410024","57.9403045940054","58.4416414880182","59.1192928391858","58.8595764048049","59.880082566102","61.9040638488476","63.6125782872467","65.2896924904316","65.6687866847604","66.2563549278276","66.5845689046517","67.5942105436682","68.694347338566","70.5085908407918","70.9670601242155","69.1936470160477","70.5341462606448","71.2503525274142","73.379767827529","74.4399732816344","75.2945429449365","76.1784690953746","77.0950087925452","77.7639751552795","78.4784932971461","78.7607803734405","78.8416471375963","80.0606710689505","81.1758150843365","81.5273320087625","81.3641008174387","82.3373331079939","83.8898206027342","84.2812928103912","84.3675172744065","84.6531302876481","85.3131821998321","85.2579521943178",
"Benin","BEN","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","96.7890754751799","","","","","","","","","","","","","","75.9068760151597","","80.3675229701856","","45.0023245002324","","","","","","","46.3472768442379","","","","","","64.3736017897092","","","","109.873010194956","","","","","103.137667016964","83.111617889269","102.500327267967","","","","","","","98.1072555205047","93.7116811874798","","","","","","","","97.9528658560683","","","96.0455772733732","",
"Burkina Faso","BFA","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","3.35526315789474","","","","","","","","","","81.89936832934","","","","","","89.2825011246064","","","87.1733966745843","","","","","","","","","","","92.0430107526882","70.7913335650562","94.5494994438265","","","","","","","77.9722761668787","","","","71.6321561373374","87.3270700598731","","","83.3985783455238","76.7631501616221",
"Bangladesh","BGD","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","19.5224265892223","","","","","","","","","","","","","3.80223921959871","","","","","","","5.32572515454113","","","8.95354082092918","9.40392865206593","10.9694165444081","","","75.6341189674523","","70.83663534473","","","","","62.9337539432177","","","","64.0564090804861","","","29.8317885341572","","","33.6322817927626","","","","43.4841207606352","","","41.0470576725529","","","41.8010075566751","45.0529290725636","","","","","53.6791927196186","",
"Bulgaria","BGR","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","77.4248144772816","","","","","","","","","","86.2588904694168","","","","","","","","","","","","","","","","","88.665568369028","","","","","82.4253075571178","","","79.4495445488187","81.867376436579","82.2128176282566","80.6807329861799","81.0231081948506","80.1093408873572","81.7973244855459","81.5995323809033","80.8540544158495","80.5451032238381","80.3688000538394","81.0759743717471","81.438155564637","81.3990914119994","80.9002412846327","80.9181803032828","80.1513622603431","80.2931780959639","79.4720271252119","79.2882147024504","78.7794840589921","79.087728350075","80.1340559041643","80.046646292424",
"Bahrain","BHR","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","4.73143300368431","","","","","","7.4447646493756","","","","","","","","15.4286737068194","","21.1797491871807","","","","23.3478379113408","","24.2292543800082","","","31.390134529148","33.140655105973","33.4083239595051","34.3115124153499","35.2208380520951","36.0227272727273","36.9441277080958","37.8285714285714","38.6467889908257","39.5857307249712","40.5311778290993","41.3099115867846","42.2764227642276","43.2905484247375","45.0963753182204","40.8992248062016","46.0732367832332","","","","50.0171762281003","49.22471650081","","","","50.0805152979066","","","","","","","","",
"Bahamas, The","BHS","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","57.4440339056727","","","","","","","63.8798610332848","","","","","","","","","79.8001949317739","73.3639494833525","","","","","","","","","84.7649918962723","81.5231118969437","86.5992414664981","87.4843554443054","84.4471445929526","82.5406604238541","88.5350318471338","85.4636591478697","88.7909319899244","88.8918882440275","85.3188929001203","","87.0257037943696","88.0048959608323","","","","","","","88.1377551020408","","92.8003182179793","87.5079184087166","91.7214191852825","","","","","","91.9563870647999","","","","101.962750124028",
"Bosnia and Herzegovina","BIH","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.6431417085789","","","","","55.2971762836716","54.1841998697114","56.1402568636908","57.5105431772521","58.9827903568812","59.099630729129","58.1292517006803","58.9306880140046","60.3967657358684","60.9463894967177","58.6100343743143","61.2587306407531","59.2631777819762","64.1509803154228","61.9787269964545","65.8980346370889","66.5301961291993","67.9420672767109",
"Belarus","BLR","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","91.1971830985916","","","","","","","","","","","","","","","","","","","80.2802147440094","","","","","","","","100.436681222707","","80.3228754188243","","","","","","","94.1197245276355","93.5861586857742","94.5592286501378","80.2325581395349","","","","","","108.365019011407","88.9852373985902","88.4982467241425","86.966342302591","87.872887193345","87.0328650940896","87.7975197234051","87.4109800170068","87.1828445453938",
"Belize","BLZ","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","20.9159794963227","","","","","","","","","","23.0975228743584","","","","","","","","","","","","","","","","","","","","","","","","44.2300368160467","","44.4915254237288","48.4316185696361","50.381679389313","49.6863237139272","","","","","","56.8507157464213","","","","","","","65.7398334149927","59.0178277077575","59.5370939227905","60.472128996442","61.8944005634653","61.4111016053545","","69.3811193477549","","","","",
"Bermuda","BMU","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","67.4906874365053","","","","","","71.7090195223034","","","","76.5007989043597","","","","","","","","","","","82.4529447480267","","","","","","","","","85.4357942397183","","","","","","","","","91.8604651162791","93.1034482758621","","","","","","","","","","","","","",
"Bolivia","BOL","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","25.935860058309","","","","26.3434713011663","26.6958424507659","27.1894810988495","","","28.2391225744245","28.2704439947625","28.2856806683139","","70.1501976284585","61.7906248341031","65.1269841269841","62.0651618284054","68.5714285714286","69.375","69.6334388185654","75.9476595170646","72.6123936816525","","74.127382207199","72.4917913170376","79.3148880105402","74.0119760479042","76.7106842737095","76.7106842737095","75.3623910336239","77.3024238597173","77.2300053200922","76.0121272632079","76.7081844021812","","75.3969217323752","72.4657568423941","73.6656621254763","75.0070204998596","68.655670412735","73.2213818741187","75.6817428126834","79.4472605896053","80.7372913297749","74.1024270819094","84.0356860477466","84.4963246104087","85.8916104603006",
"Brazil","BRA","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","20.7981061887048","","","","","","","","","","25.2931323283082","","","42.7536231884058","","","38.5036279291067","","","","36.3350658769491","","","","","48.3184383819379","48.4627164565909","50.3205501806737","50.7850949144598","52.0109592890513","52.8686018065487","52.0515549249143","61.9518616897339","61.8582195007065","","59.8463187991423","59.9985307081987","60.7141990438518","61.9968737788198","63.6497010746641","","67.3306427651778","69.0949309211339","69.5919001180198","70.6209154379395","71.9646307029276","71.9238900634249","72.1473945347249","71.7224520496427","72.4467764611368","","70.3976416976687","69.1437909358074","69.1996094368502","69.4559726328909","70.4014443500425","70.8320038289726","72.2882238299917","72.8556513358676","73.7812946947723","70.7325656690785","71.874785568227","72.9861488321564","72.6374829001368",
"Barbados","BRB","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","60.1972386587771","","","","","","62.091230993543","","","","55.0671099618274","","","","","","","","74.6591147472205","","67.1702944942382","","","72.7042516326803","","","77.2325020112631","76.8421052631579","80.8004254753357","79.6956295525494","79.5505617977528","79.4675767918089","80.0945945945946","","81.9427650141072","84.279769096523","83.6737472766885","84.1265548945376","","","","","","85.1264980026631","85.3846153846154","","","","","85.8999170583356","86.2116991643454","86.73637864612","84.8720800889878","86.0632981676846","89.3695555883656","90.205153308709","89.2323002148925","88.1910536518533","87.3828205354257","89.6143919842113","","","","",
"Brunei Darussalam","BRN","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","23.3019853709509","","","","","","","","","","","24.956304619226","","","","","","","23.780414718926","","","37.6564003849856","","","","","48.4064491938508","","","","","56.4826076380443","","","","","","","","","","71.1332408924745","","","","","","","","","","74.5046235138705","","","80.483722716859","","","82.0039771820069","78.7915864723673","75.5463102461679","74.5653173251129","76.6131170879451","73.8651917651331","75.2189129743115",
"Bhutan","BTN","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.74129005177","77.2853185595568","","","89.7526501766785","87.7214668314792","86.9878183831672","96.2844525658596","81.6920943134535","77.2068140222441","78.589491430177","","","79.0963271358504","85.15372618915","87.6084348149885","89.3281713840135","72.8178736265981","78.473881163783",
"Botswana","BWA","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","94.7501581277672","","","","","","","108.754134509372","","","","","","","","","","55.4315476190476","","","","81.2484173208407","","","","","","55.2565292324009","","","69.0834473324213","","76.1126188375152","","67.8383378397609","","71.7834960070985","71.0854503464203","","","","","79.4716059802267","","","80.1230008765249","79.7075229911051","","","82.296277011195","","","","","","84.3285935439482","83.8819413838695","85.4476862610093","86.1563401093147","86.2442906763668",
"Central African Republic","CAF","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","74.8276347263262","","","","","","","","","","","","","79.2584940312213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","38.0214998720246","","","","","","","","","","52.2450582536981","","","","","58.8325415524056","59.9989685138864","61.5191140426296","63.0203946192919","64.5977481042714","66.3118578385131","67.6599997404182","68.9135214602605","70.1127844057631","71.5892503388594","72.5029927653151","73.4684051634395","74.9354005167959","75.6992300978336","76.8520343146915","77.8633583412177","78.3094358016166","78.6507351938238","78.687515390298","79.3243355137865","79.6267043565015","80.0105222351443","80.9447879981143","81.3872848340839","82.1040555110165","82.6873313498928","83.4203065291531","84.3027215517476","84.7183117841621","84.6915649080395","85.1550136918441","85.7492506118857","85.6692178970181","86.3726290449772","86.8133244281182","86.5499763277355","86.8850627679332","87.1778368546243","86.8353646522363","86.5502675302732","86.9224667856435","87.0721734086053","87.3977319616966","87.5044318069009","86.7455724293982","87.4192763148474","88.4570557002461","88.4394058979694",
"Central Europe and the Baltics","CEB","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.3343659580397","","","79.3952930476706","78.5280280951673","77.2929793986209","77.1461535484655","77.5466064460065","77.7925502982815","78.0650906341804","77.3393353850192","76.9850258400753","76.6643129849885","76.1150321461159","76.1651584029191","75.7037849714787","75.4496658907368","75.7203718454719","75.6230887392232","75.7455435684157","75.9202322782499","75.7651947101728","75.7664776649632","75.6078031675725","75.513919745158","75.6496256201901","75.5852952698536","75.2348175014371","74.813954723413","76.1488241860914","77.2408542575169","77.5004382350373",
"Switzerland","CHE","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","40.456265046429","","","","","","","","","","49.1995731056564","","","","","","","","50.2698412698413","50.6643467257197","53.0962290326649","","","","","56.4567285908473","56.5295978309986","","57.9328009642911","58.7616471295461","62.2382033812768","66.0940877304513","66.884322386531","67.7142161947571","67.8496189757861","67.6908897369993","72.2825811037214","72.4639710750115","74.0833227162696","74.4559094633347","74.0998868429174","76.0022739311877","77.3047241631036","77.4412002187899","77.8140508378638","79.0178036406248","79.236226214944","79.1056792535009","81.2287141702336","81.8238609176458","80.6760101145962","81.0531812339332","81.6674720790378","82.4165307525374","83.4915839447562","83.9133422254557","84.3460986053504","84.0709509358971","84.7438677783914","85.5175972192049","85.1799365010152","85.7679752009437","85.555985409528","85.8679988471515",
"Channel Islands","CHI","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","26.7246444940651","","","","","","","","","","27.2555681389203","","","","","","","","","","37.3081296191018","38.3097383097383","40.0849443468073","41.6850463167181","41.6376306620209","40.1292755184487","40.2147322642022","","41.4650358947089","41.7304141387497","42.2959115727793","41.6035101715197","44.2457952589061","45.2881619937695","45.6859417830571","45.1436934539649","47.6749003158821","49.1268688929875","49.6672692499149","50.2906861775756","50.4955659885237","49.7322587624405","49.8518063238407","51.9449858621352","54.4209388083289","55.9043722690713","56.6364284148213","57.9527386369867","60.2752606118417","61.5877786816308","63.1006102078478","65.3700240448838","65.9841674493493","66.8453808228036","67.7919941756212","67.6177292764219","68.4437010157694","69.5259805564868","70.6046061388295","71.4190927555857","67.3057592242195","67.7285921625544","70.9758757950505","72.881332194227",
"China","CHN","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","81.6489361702128","","","","","","","","85.875573327061","","","","","","","","","","84.5248023899919","","","","","","","","","","81.5378710337769","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","82.6359364511076","","","","","","105.603448275862","","","","","49.3140160245857","","","70.7707488214012","","","","","","","","","","47.3512173128945","","","","","","","","","","59.2415316642121","","","","","","","","","","","","","","86.7979009911986","86.0060074908219","","","77.5262667907967","70.3219714277011","","77.2090724367071","","","78.929836900986","",
"Cameroon","CMR","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","59.16390829962","","","","70.7793889176592","","57.9099099099099","","","61.1787867601821","","62.4665431336216","","","","","","","","","80.9210526315789","","","","","85.7329842931937","","","","91.3101604278075","","91.4072636734503","","","85.8566221142163","","","","86.698407783025","","","","","","","77.4542328717446","","",
"Congo, Dem. Rep.","COD","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.3959212376934","","","","","","","89.5895121427036","","","","","","","","90.312191029751","","","",
"Congo, Rep.","COG","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","68.7209586696014","","","","","","","","","","70.8926261319534","","","","","","","","","","","","","","","","","","","","","96.7867998263135","","","","111.007879571916","","","66.8740279937792","","","","","","","","","","","",
"Colombia","COL","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","23.2246998284734","","","","","","","","","30.2738336713996","","","","","","","28.556858745538","","","","","46.2721546799473","61.0486891385768","62.2504537205082","","58.6909735409546","","","","40.0280183392766","","","67.2072072072072","","","","77.1934568068136","64.7682055127538","64.3097643097643","65.7208729277724","65.3759495696926","63.8280131914629","","63.7551030790166","64.1270405443144","66.9358234463627","67.7628801986344","68.1387700600875","69.4318771786694","69.3216334795815","69.17375272782","69.6711725872367","69.5854521475582","69.4961937186795","68.481911647822","68.2659222229436","67.0266661430311","66.6495031151846","67.0607686957891","68.0519582450357",
"Comoros","COM","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","33.1578302926411","","","","","","","","","","","41.4307931570762","","","","","","","","","","","","","64.1462548810792","","","","","","","","","","57.9446792836722","","","","","","","74.3314497977429","","",
"Cabo Verde","CPV","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","117.502071251036","","","","","","","","","","","","","","","","","","","","33.0086234429895","","","","","","","","","","48.2839680300893","","","","","","","","","","","","","","","","","","","76.4599742680516","","","","","","87.1275502715397","","78.5983421250942","77.952","78.3896990381632","","","","",
"Costa Rica","CRI","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","19.297666226332","","","","","","","","","","24.6024898311352","","","","","","","","","","","28.0110636157908","","","","","","","","","","","","","","","","39.2826434099005","52.1649277939906","51.9772942289499","52.209653092006","50.617534684759","54.8304084758103","55.0353155616314","55.8962441904283","56.9474248927039","58.3846974070895","58.8754807054767","61.6999679452933","66.1628373049224","66.9374950778358","66.2126082223029","65.8266488707994","62.2893927434062","61.7662576604121","63.7933987746228","69.1597524035296","66.569531690286","68.154393037604","68.745881836152","62.9089396612309",
"Caribbean small states","CSS","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","23.6114699044175","","","","","","","","","","","45.9160839160839","","","","","56.0958714325298","","56.6767621145374","","","","","","","","","","","","","","","","56.7964071856287","","59.0328878209941","60.944976076555","60.9023668639053","61.3890097143686","61.2445095168375","59.687141216992","64.1403979432149","65.7864523536165","","","","","","","","","","",
"Curacao","CUW","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.3147443322853","","90.9871967654987","","","",
"Cayman Islands","CYM","Ratio of female to male labor force participation rate (%) (national estimate)","SL.TLF.CACT.FM.NE.ZS","33.9194302247941","","","","","","","","","","47.897929303493","","","","","","","","","68.5207508179783","","","","","","","","","","84.3373493975904","","86.5367077063383","","","","","","","","92.6067415730337","","","","","","","91.3463751438435","93.3034661636407","92.3727844482561","91.6192858767341","","92.0047449584816","93.4872979214781","94.1691984108437","94.2280619427499","95.6984164500118","","","","","","","","",
